"","X.2","X.1","X","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant.species.family","Plant.species","Pollinator.variable.measure","Reproductive.succes.measure","Response","Nc.visits","Nt.visits","Escala_visitas","Nc.sp..Poll","Nt.sp..Poll","Obs.Exp","N","Escala.N","N.control","N.treat","Measure.used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas.C","Visitas.T","Unidad.de.tiempo.de.visitas","Country","Obs","Tiempo.muestreo","Genus","logRR_manual","SD_C","SD_T","cv_c","cv_t","yi","vi","Guild_sp","Exp_no.exp","Managed_Wild","Vert_Invert","Diurn_Noctur","Flying_Noflying","Cultivo","Biomes","Flower_color","Flower_sex","Flower_sexual_self-incompatibility_mechanism","Plant_mating_system","Flower_insemination_autogamous_or_xenogamous","Species_reproduction_type","Flower_corolla_type","Flower_colour","Breeding_system","Sex_or_flower_type","IMPUTED_Compatibility","Flower_morphology","Flowers_per_plant","Autonomous_selfing_level"
"217",226,226,405,"2032",99,1,"Larrea-Alcazar, Daniel M.; Lopez, Ramiro P.",2011,"Pollination biology of Oreocereus celsianus (Cactaceae), a columnar cactus inhabiting the high subtropical Andes","10.1007/s00606-011-0485-4","Cotagaita","Montane Grasslands & Shrublands","Shrubland","Diurnal exclusion","all visitors","Cactaceae","Oreocereus celsianus","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",36,"flower",22,14,NA,NA,NA,970,255,NA,NA,NA,NA,NA,NA,"Bolivia",NA,NA,"Oreocereus",1.336032526339,371.51,119.085,NA,NA,-2.32168281986478,0.191747160161662,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",227,227,406,NA,NA,2,"Larrea-Alcazar, Daniel M.; Lopez, Ramiro P.",2011,"Pollination biology of Oreocereus celsianus (Cactaceae), a columnar cactus inhabiting the high subtropical Andes","10.1007/s00606-011-0485-4","Cotagaita","Montane Grasslands & Shrublands","Shrubland","Nocturnal exclusion","all visitors","Cactaceae","Oreocereus celsianus","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",43,"flower",22,21,NA,NA,NA,970,976,NA,NA,NA,NA,NA,NA,"Bolivia",NA,NA,"Oreocereus",-0.00616651491566333,371.51,455.792,NA,NA,0.0141993927409388,0.0930759375242234,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",228,228,407,"2038",100,1,"Lassen, Kristin Marie; Raebild, Anders; Hansen, Henrik; Brodsgaard, Camilla J.; Eriksen, Erik Nymann",2012,"Bats and bees are pollinating Parkia biglobosa in The Gambia","10.1007/s10457-011-9409-0","Kanilai","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Nocturnal flying exclusion","all visitors","Fabaceae","Parkia biglobosa","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",10,"tree",5,5,NA,NA,NA,1.3,0.4,NA,0.6,0.6,NA,NA,NA,"Gambia",NA,NA,"Parkia",1.17865499634165,1.34164078649987,1.34164078649987,1.03203137423067,3.35410196624968,-0.605551805284838,0.418334649444186,"Guild",FALSE,"Wild","Vertebrate","Nocturnal","Flying","No_crop","Tropical","rd","","","","","","(partly) united",NA,"",NA,"",NA,NA,NA
"220",229,229,408,NA,NA,2,"Lassen, Kristin Marie; Raebild, Anders; Hansen, Henrik; Brodsgaard, Camilla J.; Eriksen, Erik Nymann",2012,"Bats and bees are pollinating Parkia biglobosa in The Gambia","10.1007/s10457-011-9409-0","Kanilai","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Nocturnal flying exclusion","all visitors","Fabaceae","Parkia biglobosa","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",10,"tree",5,5,NA,NA,NA,12.6,11.7,NA,3.7,4.3,NA,NA,NA,"Gambia",NA,NA,"Parkia",0.0741079721537217,8.27345151674922,9.6150923032491,0.656623136249938,0.821802760961461,-0.0905783763497625,0.400410222113108,"Guild",FALSE,"Wild","Vertebrate","Nocturnal","Flying","No_crop","Tropical","rd","","","","","","(partly) united",NA,"",NA,"",NA,NA,NA
"221",230,230,411,"2087",102,1,"Lemaitre, Andrea B.; Pinto, Carlos F.; Niemeyer, Hermann M.",2014,"Generalized pollination system: Are floral traits adapted to different pollinators?","10.1007/s11829-014-9308-1","Reserva Nacional Río Clarillo","Mediterranean Forests, Woodlands & Scrub","Forest","Diurnal exclusion","all visitors","Cactaceae","Echinopsis chiloensis ssp. Chiloensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",50,"flower",25,25,"X2",5.56,NA,80,48,"%",NA,NA,NA,NA,NA,"Chile",NA,NA,"Echinopsis",0.51082562376599,30.64,22.416,NA,NA,-1.17329764968844,0.0937662737476442,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",231,231,412,NA,NA,2,"Lemaitre, Andrea B.; Pinto, Carlos F.; Niemeyer, Hermann M.",2014,"Generalized pollination system: Are floral traits adapted to different pollinators?","10.1007/s11829-014-9308-1","Reserva Nacional Río Clarillo","Mediterranean Forests, Woodlands & Scrub","Forest","Nocturnal exclusion","all visitors","Cactaceae","Echinopsis chiloensis ssp. Chiloensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",50,"flower",25,25,"X2",18,NA,80,20,"%",NA,NA,NA,NA,NA,"Chile",NA,NA,"Echinopsis",1.38629436111989,30.64,9.34,NA,NA,-2.60736246454696,0.147983390215284,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",232,232,413,"2109",103,1,"Li, Jiao-Kun; Huang, Shuang-Quan",2009,"Effective pollinators of Asian sacred lotus (Nelumbo nucifera): contemporary pollinators may not reflect the historical pollination syndrome","10.1093/aob/mcp173","Wuhan","Temperate Broadleaf & Mixed Forests","Urban","Invertebrate flying exclusion","all visitors","Nelumbonaceae","Nelumbo nucifera","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",32,"flower",16,16,NA,NA,NA,89.06,82.59,"%",3.23,3.98,NA,NA,NA,"China",NA,NA,"Nelumbo",0.0754216920709307,12.92,15.92,0.145070738827757,0.192759413972636,-0.435007925281786,0.127956748360281,"Guild",FALSE,"Wild","Invertebrate",NA,"Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",233,233,414,"2131",104,1,"Lin, Shang-Yao; Nol, Erica; Dorken, Marcel E.",2015,"Spatial dynamics of pollination in dioecious Shepherdia","10.1007/s11258-015-0502-8","Ivvavik National Park","Tundra","Shrubland","Invertebrate No-flying exclusion","all visitors","Elaeagnaceae","Shepherdia canadensis","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",26,"individual",13,13,NA,NA,NA,14.2,12.49,"%",5.64,6,NA,NA,NA,"Canada",NA,NA,"Shepherdia",0.128313640469729,20.3353091936169,21.6333076527839,1.4320640277195,1.73205025242465,-0.0788738480923159,0.153965790075248,"Guild",FALSE,"Wild","Invertebrate",NA,"No-flying","No_crop","Others","o_y","","","","","","",NA,"",NA,"",NA,NA,NA
"225",234,234,415,NA,NA,2,"Lin, Shang-Yao; Nol, Erica; Dorken, Marcel E.",2015,"Spatial dynamics of pollination in dioecious Shepherdia","10.1007/s11258-015-0502-8","Ivvavik National Park","Tundra","Shrubland","Invertebrate No-flying exclusion","all visitors","Elaeagnaceae","Shepherdia canadensis","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",30,"branch",15,15,NA,NA,NA,32.2,37.1,"%",15.68,12.37,NA,NA,NA,"Canada",NA,NA,"Shepherdia",-0.141650517063027,60.7283788685323,47.9088039925857,1.88597449902274,1.29134242567617,0.0871620102284528,0.133459953600451,"Guild",FALSE,"Wild","Invertebrate",NA,"No-flying","No_crop","Others","o_y","","","","","","",NA,"",NA,"",NA,NA,NA
"226",235,235,417,NA,NA,4,"Lin, Shang-Yao; Nol, Erica; Dorken, Marcel E.",2015,"Spatial dynamics of pollination in dioecious Shepherdia","10.1007/s11258-015-0502-8","Ivvavik National Park","Tundra","Shrubland","Invertebrate flying exclusion","all visitors","Elaeagnaceae","Shepherdia canadensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",30,"branch",15,15,NA,NA,NA,32.2,16.65,"%",15.68,12.97,NA,NA,NA,"Canada",NA,NA,"Shepherdia",0.65955623612391,60.7283788685323,50.2325940003102,1.88597449902274,3.01697261263124,-0.271480376519721,0.134561693247255,"Guild",FALSE,"Wild","Invertebrate",NA,"Flying","No_crop","Others","o_y","","","","","","",NA,"",NA,"",NA,NA,NA
"227",236,236,418,"2143",105,1,"Liu, Hong; Pemberton, Robert W.",2009,"Solitary invasive orchid bee outperforms co-occurring native bees to promote fruit set of an invasive Solanum","10.1007/s00442-008-1232-6","Broward and Miami","Flooded Grasslands & Savannas","Forest","sp1","sp2","Solanaceae","Solanum torvum","pollinator richness","fruit set","positive",NA,NA,NA,NA,NA,"Exp",10,"inflorescence",5,5,NA,NA,NA,86.29,21.86,"%",11.34,11.05,NA,NA,NA,"USA",NA,NA,"Solanum",1.37305523377182,25.3570108648476,24.7085511513727,0.293858046875045,1.1303088358359,-2.32320563308872,0.669864220680758,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","No_crop","Others","bl","andromonoecy","self compatible","","","","(partly) united",NA,"andromonoecious",NA,"self_compatible",NA,NA,NA
"228",237,237,419,NA,NA,2,"Liu, Hong; Pemberton, Robert W.",2009,"Solitary invasive orchid bee outperforms co-occurring native bees to promote fruit set of an invasive Solanum","10.1007/s00442-008-1232-6","Broward and Miami","Flooded Grasslands & Savannas","Forest","sp1","sp2","Solanaceae","Solanum torvum","pollinator richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",11,"inflorescence",4,7,NA,NA,NA,53.67,45.92,"%",3.12,7.39,NA,NA,NA,"USA",NA,NA,"Solanum",0.155953434177426,6.24,19.5521021887673,0.116266070430408,0.425786197490578,-0.432767105793945,0.401370205032473,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","No_crop","Others","bl","andromonoecy","self compatible","","","","(partly) united",NA,"andromonoecious",NA,"self_compatible",NA,NA,NA
"229",238,238,420,"2145",106,1,"Liu, Qin; Xu, Pei; Yan, Kun; Guo, Yingman",2019,"Pollination Services from Insects in Homegardens in the Chengdu Plain will be Confronted with Crises","10.3390/su11072169","Chengdu Plain","Temperate Broadleaf & Mixed Forests","Urban","Invertebrate Diurnal Wild Flying","all visitors","Brassicaceae","Brassica napus","pollinator richness","seed weight","neutral",NA,NA,NA,NA,NA,"Exp",36,"individual",18,18,NA,NA,NA,4.9,4.54,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Brassica",0.0763081930633245,1.8767,2.12018,NA,NA,-0.175806513762783,0.111540387920575,NA,FALSE,"Wild","Invertebrate","Diurnal","Flying","No_crop","Temperate","o_y","hermaphroditic","± self-compatibel species","amphimicitc, sexual, primarily allogamous","facultative autogamous, mixed maiting","by seed/by spore","",NA,"hermaphrodite",NA,"partially_self_compatible",NA,NA,NA
"230",239,239,421,NA,NA,2,"Liu, Qin; Xu, Pei; Yan, Kun; Guo, Yingman",2019,"Pollination Services from Insects in Homegardens in the Chengdu Plain will be Confronted with Crises","10.3390/su11072169","Chengdu Plain","Temperate Broadleaf & Mixed Forests","Urban","Invertebrate Diurnal Wild Flying","all visitors","Rosaceae","Prunus persica","pollinator richness","fruit weight","positive",NA,NA,NA,NA,NA,"Exp",720,"flower",360,360,NA,NA,NA,142.45,121.59,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Prunus",0.15833633163559,54.55835,56.78253,NA,NA,-0.374238912459341,0.00565281580805469,NA,FALSE,"Wild","Invertebrate","Diurnal","Flying","No_crop","Temperate","w_wp","hermaphroditic","self-compatibel species","amphimicitc, sexual, primarily allogamous","facultative allogamous","by seed/by spore","free",NA,"hermaphrodite",NA,"self_compatible",NA,NA,NA
"231",240,240,422,NA,NA,3,"Liu, Qin; Xu, Pei; Yan, Kun; Guo, Yingman",2019,"Pollination Services from Insects in Homegardens in the Chengdu Plain will be Confronted with Crises","10.3390/su11072169","Chengdu Plain","Temperate Broadleaf & Mixed Forests","Urban","Invertebrate Diurnal Wild Flying","all visitors","Rosaceae","Prunus salicina","pollinator richness","fruit weight","neutral",NA,NA,NA,NA,NA,"Exp",720,"flower",360,360,NA,NA,NA,19.41,19.88,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Prunus",-0.0239258040475092,7.43403,9.28396,NA,NA,0.0558273481805515,0.00555771992555894,NA,FALSE,"Wild","Invertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",241,241,430,NA,NA,2,"MacInnis, Gail; Forrest, Jessica R. K.",2019,"Pollination by wild bees yields larger strawberries than pollination by honey bees","10.1111/1365-2664.13344","île Perrot","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+HB","Rosaceae","Fragaria ananassa","Bee species richness","fruit weight","negative",NA,NA,NA,NA,NA,"Exp",243,"flower",49,194,NA,NA,NA,8.38,12.77,NA,6.21,8.2,NA,NA,NA,"Canada",NA,NA,"Fragaria",-0.421250755550456,43.47,114.21278387291,5.18735083532219,8.94383585535707,0.0420667291178545,0.0255664436127833,"Species",TRUE,"Managed","Invertebrate",NA,NA,"Crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",242,242,431,NA,NA,3,"MacInnis, Gail; Forrest, Jessica R. K.",2019,"Pollination by wild bees yields larger strawberries than pollination by honey bees","10.1111/1365-2664.13344","île Perrot","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB",".+HB","Rosaceae","Fragaria ananassa","Bee species richness","fruit weight","neutral",NA,NA,NA,NA,NA,"Exp",164,"flower",49,115,NA,NA,NA,8.38,7.47,NA,6.21,6.32,NA,NA,NA,"Canada",NA,NA,"Fragaria",0.114952915349266,43.47,67.774449462906,5.18735083532219,9.0728848009245,-0.0147086519615425,0.0291044750259342,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",243,243,432,NA,NA,4,"MacInnis, Gail; Forrest, Jessica R. K.",2019,"Pollination by wild bees yields larger strawberries than pollination by honey bees","10.1111/1365-2664.13344","île Perrot","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Rosaceae","Fragaria ananassa","Bee species richness","fruit weight","positive",NA,NA,NA,NA,NA,"Exp",309,"flower",194,115,NA,NA,NA,12.77,7.47,NA,8.2,6.32,NA,NA,NA,"Canada",NA,NA,"Fragaria",0.536203670899722,114.21278387291,67.774449462906,8.94383585535707,9.0728848009245,-0.0531197555442453,0.0138548572204152,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",244,244,434,"2275",111,1,"Marques, Jucara S.; Tagliati, Marcela C.; Faria, Ana Paula G.",2015,"Diurnal versus nocturnal pollination success in Billbergia horrida Regel (Bromeliaceae) and the first record of chiropterophily for the genus",NA,"Juiz de Fora","Tropical & Subtropical Moist Broadleaf Forests","Forest","Nocturnal exclusion","all visitors","Bromeliaceae","Billbergia horrida","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",15,"plant",5,10,NA,NA,NA,77.9,10,"%",NA,NA,NA,NA,NA,"Brazil",NA,NA,"Billbergia",2.05284085988266,29.8357,4.67,NA,NA,-3.7584166482645,0.770856523398392,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",245,245,435,NA,NA,2,"Marques, Jucara S.; Tagliati, Marcela C.; Faria, Ana Paula G.",2015,"Diurnal versus nocturnal pollination success in Billbergia horrida Regel (Bromeliaceae) and the first record of chiropterophily for the genus",NA,"Juiz de Fora","Tropical & Subtropical Moist Broadleaf Forests","Forest","Diurnal exclusion","all visitors","Bromeliaceae","Billbergia horrida","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",15,"plant",5,10,NA,NA,NA,77.9,82.1,"%",NA,NA,NA,NA,NA,"Brazil",NA,NA,"Billbergia",-0.0525120635816805,29.8357,38.3407,NA,NA,0.109968253596939,0.300403100559972,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",246,246,436,NA,NA,3,"Marques, Jucara S.; Tagliati, Marcela C.; Faria, Ana Paula G.",2015,"Diurnal versus nocturnal pollination success in Billbergia horrida Regel (Bromeliaceae) and the first record of chiropterophily for the genus",NA,"Juiz de Fora","Tropical & Subtropical Moist Broadleaf Forests","Forest","Nocturnal exclusion","all visitors","Bromeliaceae","Billbergia horrida","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",15,"plant",5,10,NA,NA,NA,73.9,3.8,NA,4.92,0.86,NA,NA,NA,"Brazil",NA,NA,"Billbergia",2.96771176122182,11.001454449299,2.71955878774481,0.148869478339634,0.715673365196002,-10.1348387219441,3.72383186399391,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",247,247,437,NA,NA,4,"Marques, Jucara S.; Tagliati, Marcela C.; Faria, Ana Paula G.",2015,"Diurnal versus nocturnal pollination success in Billbergia horrida Regel (Bromeliaceae) and the first record of chiropterophily for the genus",NA,"Juiz de Fora","Tropical & Subtropical Moist Broadleaf Forests","Forest","Diurnal exclusion","all visitors","Bromeliaceae","Billbergia horrida","Pollinator guild diversity","seed set","negative",NA,NA,NA,NA,NA,"Exp",15,"plant",5,10,NA,NA,NA,73.9,139.6,NA,4.92,8.29,NA,NA,NA,"Brazil",NA,NA,"Billbergia",-0.636068362374115,11.001454449299,26.2152818027959,0.148869478339634,0.187788551595959,2.72947140202958,0.548333804483245,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",248,248,442,"2355",116,1,"McMullen, Conley K.",2007,"Pollination biology of the Galapagos endemic, Tournefortia rufo-sericea (Boraginaceae)","10.1111/j.1095-8339.2007.00590.x","Pinta Island","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","Boraginaceae","Tournefortia rufo-sericea","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",12,"individual",6,6,NA,NA,NA,81,85,"%",5.48,3.46,NA,NA,NA,"Ecuador",NA,NA,"Tournefortia",-0.0482021018178775,31.023,39.695,NA,NA,0.103609824591202,0.333780624822992,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Deserts","w_wp",NA,NA,NA,NA,NA,NA,"white","hermaphrodite","bisexual","self_compatible","tube","NA","high"
"240",249,249,443,NA,NA,2,"McMullen, Conley K.",2007,"Pollination biology of the Galapagos endemic, Tournefortia rufo-sericea (Boraginaceae)","10.1111/j.1095-8339.2007.00590.x","Pinta Island","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","Boraginaceae","Tournefortia rufo-sericea","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",12,"individual",6,6,NA,NA,NA,81,80,"%",5.48,8.95,NA,NA,NA,"Ecuador",NA,NA,"Tournefortia",0.0124225199985579,31.023,37.36,NA,NA,-0.0268724351531882,0.333363421990461,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Deserts","w_wp",NA,NA,NA,NA,NA,NA,"white","hermaphrodite","bisexual","self_compatible","tube","NA","high"
"241",250,250,444,"2356",117,1,"McMullen, Conley K.",2009,"Pollination biology of a night-flowering Galapagos endemic, Ipomoea habeliana (Convolvulaceae)","10.1111/j.1095-8339.2009.00963.x","Pinta Island","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","Convolvulaceae","Ipomoea habeliana","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",25,"individual",14,11,NA,NA,NA,2.44,2.1,NA,0.33,0.35,NA,NA,NA,"Ecuador",NA,NA,"Ipomoea",0.150060694575733,1.2347469376354,1.16081867662439,0.506043826899754,0.552770798392566,-0.273255292905662,0.163831031439682,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Deserts","w_wp",NA,NA,NA,NA,NA,NA,"white","hermaphrodite","bisexual","self_compatible","funnelform","15","medium"
"242",251,251,445,NA,NA,2,"McMullen, Conley K.",2009,"Pollination biology of a night-flowering Galapagos endemic, Ipomoea habeliana (Convolvulaceae)","10.1111/j.1095-8339.2009.00963.x","Pinta Island","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","Convolvulaceae","Ipomoea habeliana","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",27,"individual",14,13,NA,NA,NA,2.44,2.25,NA,0.33,0.397,NA,NA,NA,"Ecuador",NA,NA,"Ipomoea",0.0810678230887817,1.2347469376354,1.4314038563592,0.506043826899754,0.636179491715202,-0.138233042967382,0.148705507132538,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Deserts","w_wp",NA,NA,NA,NA,NA,NA,"white","hermaphrodite","bisexual","self_compatible","funnelform","15","medium"
"243",252,252,446,NA,NA,3,"McMullen, Conley K.",2009,"Pollination biology of a night-flowering Galapagos endemic, Ipomoea habeliana (Convolvulaceae)","10.1111/j.1095-8339.2009.00963.x","Pinta Island","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","Convolvulaceae","Ipomoea habeliana","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",25,"individual",14,11,NA,NA,NA,55,60,"%",8.5,10.16,NA,NA,NA,"Ecuador",NA,NA,"Ipomoea",-0.0870113769896292,31.8040877875785,33.6969078700109,0.578256141592336,0.561615131166848,0.148124392860116,0.162776479052866,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Deserts","w_wp",NA,NA,NA,NA,NA,NA,"white","hermaphrodite","bisexual","self_compatible","funnelform","15","medium"
"244",253,253,447,NA,NA,4,"McMullen, Conley K.",2009,"Pollination biology of a night-flowering Galapagos endemic, Ipomoea habeliana (Convolvulaceae)","10.1111/j.1095-8339.2009.00963.x","Pinta Island","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","Convolvulaceae","Ipomoea habeliana","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",27,"individual",14,13,NA,NA,NA,55,60,"%",8.5,11.5,NA,NA,NA,"Ecuador",NA,NA,"Ipomoea",-0.0870113769896292,31.8040877875785,41.4638396678359,0.578256141592336,0.691063994463931,0.131892467680495,0.148673789518886,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Deserts","w_wp",NA,NA,NA,NA,NA,NA,"white","hermaphrodite","bisexual","self_compatible","funnelform","15","medium"
"245",254,254,448,"2357",118,1,"McMullen, Conley K.",2011,"Nocturnal and diurnal pollination of Clerodendrum molle (Verbenaceae) in the Galapagos Islands","10.1007/s00606-010-0395-x","Santa Cruz Island","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","Verbenaceae","Clerodendrum molle","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",11,"individual",6,5,NA,NA,NA,16,15,"%",5.19,6.29,NA,NA,NA,"Ecuador",NA,NA,"Clerodendrum",0.0645385211375711,12.7128517650447,14.0648675784737,0.794553235315293,0.937657838564912,-0.068554221962875,0.366880288546164,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Deserts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
